,id,face,median_h,median_s,median_v,std_h,std_s,std_v,binary,has_cars
19,1016,1,72.0,0.5833333134651184,54.0,160.27603149414062,0.2522353231906891,62.88959503173828,1,False
20,10166,0,235.88638305664065,0.808080792427063,100.0,111.15151977539062,0.2638598978519439,50.80521011352539,0,False
21,1017,0,208.83978271484372,0.7982456088066101,217.0,86.3918228149414,0.2221831083297729,57.961910247802734,0,False
22,102,0,210.0,0.1394230723381042,153.0,74.14185333251953,0.1816482990980148,64.2936782836914,0,True
23,1020,1,40.0,0.3381294906139374,120.0,111.21915435791016,0.3607048094272613,95.65318298339844,1,False
24,10201,0,188.6597900390625,0.413654625415802,208.0,47.755348205566406,0.2453520447015762,81.68333435058594,0,False
25,1021,0,185.0,0.375,162.0,90.35318756103516,0.3124369382858276,93.38591766357422,1,False
26,10233,0,197.8125,0.3613653481006622,195.0,99.78812408447266,0.343071848154068,70.35308837890625,0,False
27,1025,0,37.86407852172852,0.5508021116256714,187.0,56.434024810791016,0.1701739132404327,39.50910186767578,0,False
28,1026,0,42.97297286987305,0.4457831382751465,166.0,92.76620483398438,0.1449847370386123,27.16285514831543,0,False
29,1027,0,38.10810852050781,0.5441176295280457,136.0,91.8801040649414,0.1341595351696014,29.32320022583008,0,False
30,1029,0,38.901100158691406,0.5870967507362366,155.0,91.21732330322266,0.136786013841629,26.41424369812012,0,False
31,1030,0,96.92308044433594,0.5233644843101501,32.0,61.57914733886719,0.178987517952919,40.58135223388672,0,False
32,10304,1,42.0,0.2745098173618316,58.0,55.139259338378906,0.231867715716362,72.25342559814453,1,False
33,10305,1,26.400001525878903,0.4000000059604645,38.0,64.78014373779297,0.3086781799793243,60.28566360473633,1,False
34,10306,1,107.36842346191406,0.1734693944454193,62.0,76.95219421386719,0.3082866966724396,91.02833557128906,1,False
35,10307,1,24.87046813964844,0.7414634227752686,91.0,51.685020446777344,0.2109303176403045,73.33209991455078,1,False
36,10317,1,67.5,0.4545454680919647,56.0,29.473743438720703,0.2531524300575256,74.64832305908203,0,False
37,10321,0,204.61538696289065,0.4069767296314239,97.0,93.59523010253906,0.2494805455207824,55.84558868408203,0,False
38,1033,0,45.65217208862305,0.4173553586006164,237.0,75.52216339111328,0.2209747433662414,54.23237991333008,0,False
39,1034,0,60.0,0.4838709533214569,78.0,95.6374053955078,0.2355397194623947,48.60140609741211,0,False
40,10344,0,201.35592651367188,0.1232876703143119,122.0,74.2906494140625,0.2766940891742706,54.39509201049805,0,False
41,1035,0,138.9130401611328,0.5647059082984924,163.0,65.72106170654297,0.2396986633539199,59.76505279541016,0,False
42,1036,0,70.90908813476562,0.1754385977983474,113.0,92.42452239990234,0.2194762527942657,55.55634689331055,0,False
43,1037,0,40.6779670715332,0.3714285790920257,163.0,76.15251159667969,0.1521252393722534,46.43932342529297,0,False
44,10373,0,223.7837829589844,0.4054054021835327,166.0,66.33143615722656,0.2258540689945221,66.43230438232422,0,False
45,1038,0,90.0,0.4754098355770111,184.0,76.42223358154297,0.2406891584396362,62.19715881347656,0,False
46,1039,0,79.31034088134766,0.389380544424057,194.0,117.96900177001952,0.3064927160739898,70.2270736694336,0,False
47,10399,0,67.5,0.0576923079788684,137.0,100.07596588134766,0.2434278130531311,74.21083068847656,0,False
48,1040,1,165.0,0.2777777910232544,39.0,111.04084777832033,0.2412730902433395,72.12008666992188,1,False
49,1042,1,13.812949180603027,0.6166666746139526,125.0,59.42354583740234,0.3567295670509338,86.71320343017578,1,False
50,10431,0,110.0,0.6962617039680481,148.0,90.12237548828124,0.3556568324565887,73.01148223876953,0,False
51,10453,0,195.0,0.3989499509334564,174.0,109.02654266357422,0.2081657648086547,43.849609375,0,False
52,1047,0,67.5,0.0578512400388717,251.0,101.02229309082033,0.2917225360870361,52.981689453125,0,False
53,1048,1,7.2727274894714355,0.0550653114914894,15.0,71.71588897705078,0.2592716217041015,69.26636505126953,1,False
54,1049,1,12.0,0.3555555641651153,77.0,127.9778823852539,0.3582911193370819,110.65609741210938,1,False
55,105,1,222.0,0.4054054021835327,70.0,119.9607162475586,0.2836742103099823,71.24623107910156,0,True
56,10500,0,205.71429443359372,0.4938271641731262,118.0,137.3391571044922,0.2818735539913177,80.55058288574219,0,True
57,10501,0,206.6666717529297,0.3076923191547394,47.0,74.62748718261719,0.1855688393115997,67.22606658935547,1,False
58,1051,1,60.0,0.5070095062255859,213.0,117.54579162597656,0.3458426892757416,102.99329376220705,1,False
59,1052,0,219.23077392578125,0.1227133274078369,167.0,94.33625030517578,0.2505634725093841,81.15741729736328,1,False
60,1058,0,48.75,0.3969072103500366,183.0,83.11814880371094,0.2220254391431808,67.97941589355469,0,False
61,1059,0,30.0,0.5981308221817017,176.0,74.67558288574219,0.2555683553218841,81.85144805908203,1,False
62,10591,0,23.720930099487305,0.7333333492279053,60.0,90.45226287841795,0.305745393037796,58.81313705444336,1,False
63,10602,0,46.5,0.90625,205.0,17.109697341918945,0.1615472435951233,81.85087585449219,0,False
64,1062,0,206.25,0.2459016442298889,22.0,98.43675231933594,0.3675789535045624,84.16616821289062,1,False
65,1064,1,160.0,0.1764705926179886,105.0,117.33660888671876,0.3261078894138336,99.37779235839844,1,False
66,1065,0,40.80000305175781,0.3007518649101257,147.0,122.95695495605467,0.2438526302576065,60.06056594848633,0,False
67,1067,0,194.60870361328125,0.6887966990470886,231.0,107.64441680908205,0.3168877363204956,79.25120544433594,0,False
68,1070,1,217.8770904541016,0.8287037014961243,214.0,65.06565856933594,0.2391918748617172,56.49381637573242,0,False
69,1074,0,164.3478240966797,0.3990497589111328,212.0,90.37967681884766,0.3015899956226349,53.55534362792969,0,False
70,1075,0,45.0,0.0967741906642913,231.0,102.33055877685548,0.2750903367996216,51.167266845703125,0,False
71,1076,0,196.2445373535156,0.6785714030265808,213.0,113.3856430053711,0.3421912491321563,72.20661926269531,0,False
72,1077,1,223.0,0.8340266346931458,93.0,79.12506103515625,0.3247399032115936,73.8684310913086,0,False
73,1078,1,195.0,0.6283484697341919,185.0,77.13195037841797,0.2846429347991943,68.33783721923828,0,False
74,1079,0,43.37349319458008,0.5061728358268738,188.0,86.82008361816406,0.3713350892066955,68.06034088134766,0,False
75,1080,0,47.03999710083008,0.9336875677108764,239.0,62.35894393920898,0.2921134829521179,57.93910217285156,0,False
76,1081,0,206.6666717529297,0.0396475754678249,221.0,59.9270133972168,0.1335950791835785,53.28904724121094,1,False
77,10818,0,17.5,0.2648221254348755,14.0,100.1234893798828,0.4152074456214905,80.41571044921875,1,False
78,1082,0,228.0,0.3000000119209289,30.0,57.11333465576172,0.2713407576084137,77.64824676513672,1,False
79,1086,0,197.7889404296875,0.6399999856948853,197.0,109.55230712890624,0.3235356509685516,53.952369689941406,0,False
80,1087,0,76.36363220214844,0.2814070284366607,231.0,140.9762725830078,0.331363320350647,73.26897430419922,0,False
81,10870,1,59.99999237060547,0.4444444477558136,96.0,87.5608139038086,0.291595309972763,68.6904525756836,0,False
82,1088,1,132.0,0.7669172883033752,157.0,120.1045150756836,0.2533223032951355,68.50155639648438,0,False
83,109,1,205.4545440673828,0.7272727489471436,51.0,115.21135711669922,0.2895792126655578,80.93157196044922,1,False
84,1090,0,31.369892120361328,0.6461538672447205,169.0,124.94385528564452,0.2296122014522552,69.2962646484375,0,False
85,1091,0,34.16058349609375,0.8760330677032471,127.0,75.25299072265625,0.1934463232755661,79.94849395751953,0,False
86,10910,0,160.38494873046875,0.7081544995307922,203.0,96.6170425415039,0.3347097933292389,58.61581802368164,0,False
87,1092,0,44.51612854003906,0.675000011920929,111.0,117.95516967773438,0.2612843215465545,80.77739715576172,0,False
88,10928,1,49.76040267944336,0.3199999928474426,114.0,115.26766204833984,0.3061977624893188,97.50375366210938,1,False
89,1093,0,47.14285659790039,0.6744186282157898,87.0,61.094215393066406,0.2100677043199539,79.3811264038086,0,False
90,10934,0,38.42696762084961,0.5,88.0,159.14779663085938,0.2559661865234375,69.87554931640625,0,False
91,10935,0,113.0434799194336,0.4901960790157318,102.0,72.21647644042969,0.2322392016649246,65.70769500732422,0,False
92,1094,1,176.25,0.449999988079071,164.0,91.5777816772461,0.3037662506103515,66.91338348388672,0,False
93,10945,0,30.0,0.3084112107753753,149.0,93.86227416992188,0.2378326207399368,66.4725570678711,0,False
94,10952,0,26.29213523864746,0.5961990356445312,113.0,119.27508544921876,0.2274812012910843,67.16424560546875,0,False
95,10953,0,17.241378784179688,0.7602040767669678,109.0,94.86627197265624,0.1451414823532104,57.447261810302734,0,False
96,1096,0,38.67619323730469,0.7931034564971924,127.0,108.90518951416016,0.2421008944511413,80.18140411376953,0,False
97,10960,0,20.357141494750977,0.7894737124443054,91.0,117.55328369140624,0.3071315288543701,67.46273040771484,0,False
98,10964,1,217.5,0.14371258020401,126.0,55.47209548950195,0.1649817079305648,84.8686752319336,1,False
99,10967,0,24.545454025268555,0.3229813575744629,140.0,107.20891571044922,0.2692320942878723,81.60200500488281,0,False
100,1097,0,51.94091796875,0.6187845468521118,159.0,67.57022857666016,0.1965914368629455,89.27881622314453,0,False
101,10985,0,0.0,0.6666666865348816,4.0,143.4357147216797,0.4784501194953918,89.07543182373047,0,False
102,11,0,199.1999969482422,0.3191489279270172,47.0,66.35688018798828,0.1941153109073639,60.49585723876953,1,False
103,1100,1,51.42856979370117,0.6717557311058044,130.0,74.99728393554688,0.2560625970363617,70.1873779296875,0,False
104,11009,0,36.0,0.2962962985038757,158.0,122.27207946777344,0.2046862244606018,51.4347038269043,0,False
105,1101,1,212.0,0.0842696651816368,178.0,99.85709381103516,0.3890292346477508,84.9168472290039,0,False
106,11025,0,180.0,0.4000000059604645,99.0,102.52098083496094,0.27037513256073,73.76118469238281,1,False
107,1103,0,218.95822143554688,0.6703296899795532,77.0,97.67208862304688,0.1994112730026245,75.71165466308594,0,False
108,1104,0,275.40985107421875,0.6810810565948486,170.0,69.97125244140625,0.262615293264389,69.76394653320312,0,False
109,11040,0,26.25,0.2000000029802322,143.0,120.97329711914062,0.1883117407560348,64.94593811035156,1,False
110,1105,0,62.39999771118164,0.5129870176315308,97.0,115.6352767944336,0.2884507179260254,74.978271484375,0,False
111,11065,0,214.5,0.4093567132949829,189.0,82.72062683105469,0.2882663607597351,85.73302459716797,0,False
112,11069,1,189.0410919189453,0.375545859336853,174.0,105.4867706298828,0.2953362762928009,67.3398666381836,0,False
113,1107,0,107.36842346191406,0.6101694703102112,101.0,131.24444580078125,0.2085104286670684,77.16297149658203,0,False
114,1108,0,165.0,0.294117659330368,118.0,110.3896255493164,0.3301912844181061,84.18063354492188,0,False
115,11083,0,36.37458801269531,0.800000011920929,211.0,172.33653259277344,0.1417869329452514,16.209218978881836,0,False
116,111,0,201.1764678955078,0.2467532455921173,55.0,45.83590698242188,0.1662375181913375,65.36243438720703,1,False
117,11118,0,208.42105102539065,0.380952388048172,35.0,57.59664535522461,0.1788149774074554,59.9809684753418,1,False
118,1112,0,190.0,0.429411768913269,45.0,37.45170593261719,0.2096873819828033,56.11160659790039,0,False
119,1114,0,228.51063537597656,0.215868204832077,198.0,107.0101318359375,0.305135041475296,56.3778076171875,0,False
120,11148,0,75.0,0.2307692319154739,149.0,108.7093505859375,0.2525790631771087,78.4336929321289,0,False
121,11157,0,0.0,0.0,238.0,96.30207824707033,0.0695867836475372,65.8792495727539,1,False
122,1116,0,229.61538696289065,0.3177570104598999,187.0,100.31974029541016,0.3203966319561004,52.7220458984375,0,False
123,11161,0,225.76271057128903,0.3673469424247741,136.0,110.23503112792967,0.2155837118625641,74.61878204345703,1,False
124,11162,0,44.0,0.1136363670229911,126.0,99.39582824707033,0.2047259658575058,69.96900177001953,1,False
125,11170,0,160.0,0.208695650100708,89.0,92.65682220458984,0.1921852231025695,62.30209732055664,0,False
126,11171,0,34.28571319580078,0.2908366620540619,137.0,77.35005950927734,0.3056427240371704,78.365234375,1,False
127,11177,0,184.0,0.4229249060153961,191.0,138.04220581054688,0.2440110594034195,60.7165641784668,0,False
128,11180,0,176.25,0.2096774131059646,91.0,60.3057975769043,0.2026022523641586,77.2734375,0,False
129,11182,0,232.88136291503903,0.5365853905677795,78.0,127.13044738769533,0.2239291965961456,67.11089324951172,0,False
130,11184,1,221.6470642089844,0.6610169410705566,127.0,57.45963287353516,0.2286114543676376,50.724830627441406,0,False
131,11186,1,192.0,0.2285714298486709,76.0,82.8297119140625,0.2910519242286682,66.10591888427734,1,False
132,1119,0,221.07424926757807,0.2692307829856872,203.0,129.77206420898438,0.359115332365036,62.04308319091797,0,False
133,11194,0,19.882688522338867,0.3174603283405304,75.0,68.34187316894531,0.1631098687648773,59.292877197265625,0,False
134,11196,0,201.42857360839844,0.7297297120094299,79.0,85.03881072998047,0.320476233959198,83.33006286621094,0,False
135,11197,1,52.29729843139648,0.3618090450763702,219.0,107.94567108154295,0.3077321648597717,61.89840316772461,0,False
136,112,1,208.323974609375,0.65625,91.0,131.7630615234375,0.2507762908935547,76.28778076171875,1,False
137,11208,0,40.0,0.0925925895571708,179.0,86.44886016845703,0.1590903401374817,91.72191619873048,1,False
138,1121,0,60.0,0.105960264801979,83.0,73.51292419433594,0.2820970118045807,75.46742248535156,1,False
139,11218,0,223.9024353027344,0.439393937587738,77.0,87.62525939941406,0.2429981529712677,57.27574920654297,0,False
140,11219,0,183.31915283203125,0.8325991034507751,210.0,106.64540100097656,0.314491868019104,66.56990051269531,0,False
141,1122,0,0.0,0.0,7.0,58.274173736572266,0.1091715842485427,70.2049560546875,1,False
142,11221,0,232.9411773681641,0.3725490272045135,63.0,106.42621612548828,0.2030160576105117,65.64547729492188,0,False
143,11225,0,30.0,0.1924882680177688,106.0,85.93262481689453,0.142284944653511,72.8885498046875,0,False
144,11232,0,266.25,0.6071428656578064,29.0,98.68504333496094,0.2521492838859558,67.48384857177734,0,False
145,11234,0,180.0,0.5642657279968262,79.0,38.97501754760742,0.202320396900177,51.108360290527344,0,False
146,1124,0,220.0,0.4520547986030578,167.0,95.39630889892578,0.2547141909599304,65.99698638916016,0,False
147,11253,0,187.2727203369141,0.3430962264537811,153.0,83.26087188720703,0.2262702286243438,57.7061767578125,0,False
148,11257,0,91.76470947265624,0.5227272510528564,166.0,126.2168426513672,0.2740375399589538,70.91749572753906,0,False
149,11260,1,202.70269775390625,0.2857142984867096,141.0,66.67329406738281,0.2110562324523925,66.82940673828125,0,False
150,11276,0,77.14286041259766,0.2777777910232544,55.0,48.049560546875,0.1803492307662964,45.28949737548828,0,False
151,1128,1,41.53845977783203,0.5,53.0,67.02204895019531,0.2836511433124542,66.02606964111328,0,False
152,113,0,180.0,0.0627533048391342,196.0,122.43001556396484,0.2152241319417953,78.00779724121094,1,False
153,1130,1,316.3636474609375,0.2857142984867096,78.0,142.5945281982422,0.2005906403064727,57.75533676147461,0,False
154,1136,0,196.39175415039065,0.5,16.0,117.4670867919922,0.3309713304042816,78.95664978027344,0,False
155,11364,0,40.0,0.2786885201931,40.0,102.25577545166016,0.2542116641998291,52.21333312988281,1,False
156,11367,0,42.0,0.5365853905677795,83.0,97.74686431884766,0.2729702293872833,62.83340072631836,0,False
157,1138,1,331.76470947265625,0.406896561384201,120.0,158.57598876953125,0.2766356766223907,68.62669372558594,0,False
158,1139,1,219.75,0.7007874250411987,102.0,84.19638061523438,0.2765648663043976,68.93549346923828,0,False
159,11397,1,200.16000366210935,0.4662576615810394,131.0,109.75304412841795,0.28448286652565,64.72871398925781,1,False
160,114,1,50.65254211425781,0.5952380895614624,57.0,106.27922821044922,0.3056074678897857,65.33868408203125,1,False
161,11409,0,34.28571319580078,0.469613254070282,168.0,78.2403335571289,0.2120300680398941,79.05252075195312,0,False
162,1141,0,212.3076934814453,0.421875,62.0,79.8232650756836,0.2705928981304168,68.73773956298828,0,False
163,11430,0,46.95652389526367,0.3529411852359772,125.0,56.1236572265625,0.2586167752742767,65.2498779296875,0,False
164,11460,0,282.935791015625,0.6060606241226196,135.0,114.30815887451172,0.2061662971973419,64.95008850097656,0,False
165,1149,0,216.0,0.4468085169792175,80.0,133.66671752929688,0.2501493990421295,66.07512664794922,1,False
166,11491,0,21.42856979370117,0.4266666769981384,108.0,126.01416778564452,0.3182600736618042,72.02263641357422,1,False
167,11492,0,192.0,0.2162811905145645,83.0,127.83980560302734,0.2382722645998001,82.37478637695312,1,False
168,115,0,178.92857360839844,0.4705882370471954,115.0,90.20230102539062,0.2553697824478149,75.46155548095703,0,False
169,1150,1,36.3636360168457,0.6213017702102661,126.0,96.93756103515624,0.2689234614372253,75.69670867919922,0,False
170,1151,1,70.0,0.3333333432674408,36.0,63.64249038696289,0.2705338299274444,84.6749267578125,0,False
171,1152,1,40.56338119506836,0.7478991746902466,127.0,50.96295928955078,0.1978872865438461,68.08809661865234,0,False
172,11545,1,190.37240600585935,0.232876718044281,98.0,109.79759979248048,0.2493289709091186,72.55426025390625,1,False
173,11549,1,24.782609939575195,0.2481751888990402,70.0,121.45014190673828,0.1397128105163574,40.7953987121582,1,False
174,11550,0,190.0,0.4861111044883728,64.0,50.846466064453125,0.2906321585178375,64.14590454101562,0,False
175,11560,0,198.42857360839844,0.5400843620300293,235.0,57.69260025024414,0.1964974701404571,38.14916610717773,0,False
176,1157,1,215.2941131591797,0.5,25.0,105.4096908569336,0.3279048204421997,70.16809844970703,0,False
177,11582,0,223.6363677978516,0.3069306910037994,67.0,111.74517822265624,0.1804879009723663,55.78186798095703,0,False
178,1159,1,228.0,0.2589927911758423,45.0,98.02156829833984,0.2672409117221832,74.60482025146484,0,False
179,11590,0,216.4044952392578,0.2407407462596893,125.0,96.72354888916016,0.2477414906024933,78.42280578613281,1,False
180,11592,0,80.0,0.1634615361690521,125.0,46.59000015258789,0.184709370136261,62.80155563354492,0,False
181,11598,0,208.23529052734372,0.5909090638160706,198.0,91.06005096435548,0.2267792671918869,78.33511352539062,0,False
182,116,1,49.024391174316406,0.6204081773757935,51.0,114.04031372070312,0.2980281412601471,81.0960693359375,0,False
183,11602,0,208.23529052734372,0.1428571492433548,191.0,106.18478393554688,0.2205822765827179,89.5670166015625,1,False
184,1161,0,22.363637924194336,0.6103895902633667,86.0,108.95169830322266,0.2577041089534759,79.86447143554688,0,False
185,1162,1,28.192771911621094,0.6461538672447205,92.0,54.09347534179688,0.2925099432468414,76.02562713623047,1,False
186,11625,0,150.0,0.3714285790920257,60.0,40.05284881591797,0.2320549935102462,49.856327056884766,0,False
187,1163,0,50.0,0.3076923191547394,106.0,53.62855911254883,0.1792613714933395,74.81304931640625,1,False
188,11639,0,96.0,0.4705882370471954,101.0,99.3099594116211,0.3058231472969055,78.33416748046875,0,True
189,1164,0,22.5,0.0111731840297579,90.0,82.29904174804688,0.1232123374938964,74.45365905761719,1,False
190,11651,1,167.23403930664062,0.1657754033803939,192.0,78.67765045166016,0.2813774943351745,49.26421356201172,0,False
191,11657,0,48.0,0.4000000059604645,212.0,84.58370208740234,0.2445449382066726,52.21174621582031,0,False
192,11659,0,36.47999954223633,0.3961195945739746,194.0,116.6173324584961,0.2813024520874023,63.60607147216797,0,False
193,11668,0,32.0,0.2564102709293365,61.0,52.81062698364258,0.2518270909786224,47.15974807739258,1,False
194,117,0,126.0,0.1304347813129425,94.0,48.91876220703125,0.1457074582576751,75.51422119140625,0,False
195,1172,1,43.6363639831543,0.4318181872367859,125.0,83.52159881591797,0.2825835943222046,76.48345947265625,0,False
196,1173,0,225.0,0.4642857015132904,61.0,129.03463745117188,0.2982107400894165,80.53104400634766,0,False
197,11737,0,107.14286041259766,0.6190476417541504,7.0,105.87394714355467,0.393744021654129,56.27427673339844,0,False
198,11744,0,14.193548202514648,0.813725471496582,194.0,121.34811401367188,0.2416303753852844,74.8486099243164,0,False
199,11746,1,265.7142944335937,0.2544378638267517,156.0,94.0840835571289,0.2675102651119232,61.26252365112305,1,False
200,11789,0,72.0,0.3445378243923187,31.0,73.47052001953125,0.2176985293626785,57.14243316650391,1,False
201,118,0,15.348836898803713,0.6086956262588501,68.0,88.22679138183594,0.2801002860069275,75.66799926757812,0,False
202,11800,1,25.714284896850582,0.2784313857555389,111.0,134.86732482910156,0.24421027302742,68.21412658691406,1,False
203,1182,0,50.0,0.1219512224197387,110.0,141.73097229003906,0.3331744074821472,86.99494171142578,1,False
204,1183,0,0.0,0.0,255.0,89.18274688720703,0.2470589578151703,47.59715270996094,0,False
205,1184,0,13.59375,0.9277108311653136,99.0,42.48331832885742,0.1973074823617935,67.91041564941406,0,False
206,1185,1,60.0,0.8318583965301514,87.0,70.1654281616211,0.3567860424518585,86.38702392578125,0,False
207,1189,0,87.80201721191406,0.7592592835426331,172.0,75.43745422363281,0.2096429914236068,54.286502838134766,0,False
208,1190,0,188.72726440429688,0.6220701336860657,138.0,97.85636901855467,0.2696647644042969,79.37239074707031,0,False
209,11905,0,113.68421173095705,0.2267206460237503,220.0,87.24501037597656,0.3551963269710541,62.62629318237305,1,False
210,1192,0,227.14285278320312,0.3243243098258972,147.0,124.2116470336914,0.2933469116687774,68.65478515625,0,True
211,1193,1,150.0,0.350649356842041,146.0,118.89860534667967,0.3425371646881103,74.54644012451172,0,False
212,12,0,48.0,0.1125541105866432,5.0,99.22289276123048,0.3181300461292267,69.01470184326172,1,False
213,120,0,25.600000381469727,0.6876990795135498,22.0,151.40399169921875,0.3657425940036773,50.283729553222656,1,False
214,1200,0,164.3478240966797,0.2203389853239059,219.0,76.18394470214844,0.2103264033794403,40.860931396484375,0,False
215,12015,0,43.20000076293945,0.5970511436462402,146.0,106.74164581298828,0.2187632620334625,73.3896484375,0,False
216,1202,1,124.5,0.2548076808452606,212.0,133.8721923828125,0.203356072306633,56.53547668457031,0,False
217,1204,1,206.25,0.1627907007932663,218.0,108.02008819580078,0.2222002446651458,53.5617561340332,0,False
218,12055,0,100.0,0.763005793094635,115.0,110.7480926513672,0.3240107297897339,84.55913543701172,0,False
219,12080,0,210.0,0.3776223659515381,155.0,68.91533660888672,0.2683782279491424,68.8280029296875,0,False
220,121,0,183.7778778076172,0.3972602784633636,191.0,90.5670166015625,0.2700361907482147,57.53084182739258,0,False
221,1212,0,126.66666412353516,0.1155555546283721,236.0,110.34970092773438,0.165919616818428,49.11512756347656,1,False
222,1215,0,38.46154022216797,0.5363636612892151,186.0,124.02289581298828,0.2286904901266098,65.50324249267578,0,False
223,12154,0,160.0,0.0909090936183929,221.0,113.51575469970705,0.2770270705223083,49.31645965576172,0,False
224,1216,0,210.0,0.0221238937228918,230.0,114.73548889160156,0.130001351237297,75.84868621826172,1,False
225,1219,0,221.6000061035156,0.6666666865348816,96.0,85.40394592285156,0.3116214275360107,73.61393737792969,0,False
226,122,0,116.47058868408205,0.8700000047683716,88.0,37.43820190429688,0.2513453066349029,60.36232376098633,1,False
227,1220,0,40.0,0.2542372941970825,187.0,108.7510223388672,0.3283029198646545,80.71864318847656,0,False
228,12206,1,40.0,0.1578947305679321,49.0,119.6674575805664,0.1491687446832656,42.30364608764648,1,False
229,1221,0,200.0,0.2050209194421768,211.0,56.53864669799805,0.2112581133842468,57.5463981628418,0,False
230,1222,0,19.148935317993164,0.529411792755127,54.0,55.28613662719727,0.2408277690410614,53.53041458129883,1,False
231,1223,0,27.892881393432617,0.1136363670229911,251.0,102.0678482055664,0.2310978472232818,75.95440673828125,0,False
232,1224,0,186.79244995117188,0.1225296407938003,245.0,98.19265747070312,0.2397676110267639,82.67127990722656,0,False
233,1225,0,42.69297790527344,0.0671186745166778,245.0,106.22195434570312,0.2909741103649139,68.56270599365234,0,False
234,1226,0,180.0,0.1194690242409706,218.0,103.7830581665039,0.2061326801776886,65.31962585449219,0,False
235,1228,1,192.0,0.1286549717187881,217.0,102.73038482666016,0.2481826990842819,60.462589263916016,0,False
236,123,1,46.66666793823242,0.6078431606292725,91.0,103.93749237060548,0.2326718717813491,55.087284088134766,0,False
237,1230,0,56.909812927246094,0.2085561454296112,130.0,133.78073120117188,0.2083130776882171,70.95884704589844,0,False
238,1231,0,280.0,0.5535714030265808,126.0,86.48373413085938,0.2416088879108429,63.475093841552734,0,False
239,1232,1,40.6390380859375,0.2980392277240753,175.0,130.1339874267578,0.3686545491218567,62.73183059692383,0,False
240,1233,1,18.03108787536621,0.0464625656604766,246.0,84.88729858398438,0.3064592778682709,70.46338653564453,0,False
241,1235,0,120.0,0.0675675645470619,198.0,115.78923034667967,0.2811799347400665,87.88519287109375,1,False
242,1237,1,50.0,0.2454266548156738,146.0,115.56755065917967,0.205192893743515,62.54224395751953,1,False
243,124,1,48.78504943847656,0.9245283007621764,106.0,31.020977020263672,0.2432517856359481,75.23027038574219,1,False
244,1242,1,60.0,0.4439730942249298,90.0,124.9404296875,0.3193913102149963,91.91925811767578,0,False
245,1243,1,250.9090881347656,0.3217821717262268,189.0,123.02674102783205,0.2381430864334106,81.32283782958984,0,False
246,12431,0,146.6666717529297,0.3714285790920257,149.0,97.4271011352539,0.2522040009498596,76.12184143066406,0,False
247,1244,1,25.714284896850582,0.5439330339431763,74.0,125.88426208496094,0.3199010193347931,76.64938354492188,0,False
248,1245,1,223.2911376953125,0.5,103.0,117.01953887939452,0.3136875927448272,92.18292236328124,0,False
249,1246,1,20.28169059753418,0.78125,150.0,102.34744262695312,0.2919456660747528,71.39863586425781,0,False
250,1247,1,15.0,0.737897515296936,88.0,124.62437438964844,0.2655559480190277,75.15502166748047,1,False
251,12481,0,208.88888549804688,0.3627451062202453,126.0,102.23151397705078,0.2483052760362625,66.85006713867188,0,False
252,12503,1,167.36842346191406,0.0444444455206394,221.0,95.58377075195312,0.2392362356185913,72.04814147949219,1,False
253,12514,0,207.2727203369141,0.5180723071098328,65.0,34.74736022949219,0.2147933840751648,58.688270568847656,0,False
